3762,3049,7.62
2374,3565,6.9
2374,3681,9.09
2374,3876,6.75
2374,3980,5.02
2375,3561,5.94
2375,3675,9.65
2375,3870,5.57
2375,3979,9.27
3673,3571,5.53
3673,3675,1.28
3673,3883,6.86
3673,3986,4.38
3784,3562,6.73
3784,3676,6.99
3784,3876,7.16
3784,3053,1.86
2378,3561,4.39
2378,3676,4.21
2378,3886,4.28
2378,3979,4.18
3768,3560,3.8
3768,3602,8.64
3768,3881,9.2
3768,3975,0.75
2380,3510,7.67
2380,3671,7.55
2380,3882,12.18
2380,3912,5.31
2381,3476,5.76
2381,3581,5.76
2381,3789,5.71
2381,3057,5.23
2382,3517,4.94
2382,2720,4.62
2382,3880,12.57
2382,3985,8.58
2383,3517,9.75
2383,2721,1.12
2383,3880,14.03
2383,3981,10.58
