3476,3581,0
3476,3685,0
3476,3789,1.84
3476,3892,0
3477,3581,0
3477,3685,0
3477,3789,1.84
3477,3892,0
3478,3582,2.85
3478,3686,6.07
3478,3857,6.06
3478,3967,7.1
3479,3583,3.69
3479,3687,2.97
3479,3791,4.13
3479,3894,1.04
3480,3679,0.97
3480,3783,1.05
3480,3887,3.34
3480,3990,5.46
3481,3590,2.9
3481,3694,4.5
3481,3798,3.24
3481,3896,3.48
3482,3586,2.89
3482,3690,3.48
3482,3860,8.43
3482,3965,4.67
3483,3648,6.36
3483,3691,5.97
3483,3795,5.32
3483,3898,7
3484,3592,6.78
3484,3692,10.28
3484,3867,7.32
3484,3903,4.47
3485,3589,5.5
3485,3693,6.79
3485,3867,4.99
3485,3901,5.54
3486,3590,2.9
3486,3694,3.64
3486,3798,3.77
3486,3901,4.67
3487,3658,1.41
3487,3762,9.07
3487,3866,2.44
3487,3969,3.69
3488,3592,3.65
3488,3696,10.59
3488,3866,8.1
3488,3903,6.03
3489,3644,6.09
3489,3697,4.77
3489,3859,7.86
3489,3904,4.35
3490,3595,2.51
3490,3698,6.43
3490,3804,10.28
3490,3970,9.58
3491,3595,8.94
3491,3699,5.53
3491,3804,4.12
3491,3906,8.26
3492,3644,14.82
3492,3700,6.33
3492,3804,8.55
3492,3907,9.29
3493,3597,6.85
3493,3701,7.68
3493,3825,9.85
3493,3914,12.85
3494,3598,4.74
3494,3702,3.55
3494,3806,5.68
3494,3909,8.1
3495,3609,14.05
3495,3703,2.09
3495,3815,16.84
3495,3912,14.88
3496,3609,7.44
3496,3714,10.4
3496,3882,12
3496,3912,9.11
3497,3671,7.09
3497,3775,7.62
3497,3882,9.49
3497,3912,3.11
3498,3602,5.31
3498,3706,7.9
3498,3886,5.42
3498,3979,10.62
3499,3702,4.17
3499,3707,7.88
3499,3825,8.25
3499,3914,8.77
3500,3609,5.74
3500,3711,4.15
3500,3815,9.28
3500,3915,2.47
3501,3611,8.73
3501,3714,6.29
3501,3818,5.97
3501,3921,5.1
3502,3607,4.51
3502,3710,5.36
3502,3825,3.87
3502,3918,9.37
3503,3607,7
3503,3711,5.97
3503,3815,1.52
3503,3918,7.64
3504,3609,10.77
3504,3712,6.56
3504,3818,4.79
3504,3920,9.49
3505,3609,6.68
3505,3713,4.5
3505,3818,6.41
3505,3920,4.57
3506,3611,10.36
3506,3714,7.44
3506,3818,2.8
3506,3921,5.27
3507,3611,8.05
3507,3716,2.46
3507,3886,12.18
3507,3923,1.85
3508,3926,13.12
3508,3716,7.22
3508,3827,9.79
3508,3923,9.61
3509,3615,9.47
3509,3717,1.73
3509,3822,1.4
3509,3924,6.51
3510,3717,7.97
3510,3718,3.78
3510,3822,10.32
3510,3931,8.36
3511,3615,6.93
3511,3719,4.4
3511,3882,12.34
3511,3926,3.86
3512,3926,4.99
3512,3720,9.56
3512,3886,8.66
3512,3927,4.78
3513,3617,8.65
3513,3721,7.53
3513,3825,13.48
3513,3928,5.88
3514,3717,2.52
3514,3724,5.52
3514,3829,6.49
3514,3929,10.41
3515,3629,6.72
3515,3723,5.44
3515,3827,11.32
3515,3933,5.37
3516,3717,6.74
3516,3724,4.67
3516,3829,10.46
3516,3931,8.41
3517,3621,3.18
3517,3725,3.4
3517,3829,9.68
3517,3985,11.76
3518,3629,6.42
3518,3732,3.14
3518,3836,14.68
3518,3933,9.15
3519,3629,10.15
3519,3727,5.6
3519,3834,4.9
3519,3940,9.25
3520,3624,4.63
3520,3728,7.93
3520,3880,9.49
3520,3935,1.63
3521,3940,4.73
3521,3729,4.01
3521,3836,8.62
3521,3939,5.05
3522,3626,7.19
3522,3730,4.33
3522,3834,9.62
3522,3947,8.55
3523,3627,7.45
3523,3731,5.89
3523,3836,5.9
3523,3938,5.85
3524,3940,6.12
3524,3732,6.94
3524,3836,11.43
3524,3939,7.76
3525,3629,10.23
3525,3733,7.74
3525,3883,8.59
3525,3940,10.21
3526,3630,11.71
3526,3734,10.22
3526,3880,9.8
3526,3941,5.08
3527,3633,3.93
3527,3735,6.18
3527,3839,4.18
3527,3943,5.18
3528,3633,6.04
3528,3736,4.36
3528,3843,5.16
3528,3943,6.26
3529,3633,8.52
3529,3737,5.63
3529,3843,5.38
3529,3944,8.47
3530,3637,6.95
3530,3740,6.77
3530,3883,7.63
3530,3945,3.73
3531,3637,8.74
3531,3739,3.3
3531,3843,8.62
3531,3948,4.13
3532,3682,9.77
3532,3740,10.87
3532,3844,9.07
3532,3947,7.34
3533,3637,3.29
3533,3741,3.43
3533,3845,5.78
3533,3948,7.92
3534,3638,4.47
3534,3742,5.54
3534,3890,5.44
3534,3993,4.22
3535,3669,7.97
3535,3743,5.02
3535,3877,2.23
3535,3950,5.83
3536,3649,4.43
3536,3744,5.71
3536,3877,10.1
3536,3951,7.02
3537,3641,3.56
3537,3757,2.52
3537,3869,8.37
3537,3952,7.15
3538,3642,5.92
3538,3746,5.92
3538,3850,8.53
3538,3953,6.55
3539,3682,9.6
3539,3747,4.44
3539,3851,5.23
3539,3960,6.51
3540,3644,6.85
3540,3748,3.16
3540,3861,9.93
3540,3955,8.04
3541,3652,4.91
3541,3749,2.92
3541,3860,1.71
3541,3963,5.23
3542,3649,5.89
3542,3750,1.96
3542,3891,8.5
3542,3960,6.59
3543,3647,5.79
3543,3756,4.03
3543,3861,6.4
3543,3963,5.41
3544,3648,3.64
3544,3752,3.88
3544,3860,6.94
3544,3959,3.48
3545,3649,7.08
3545,3760,4.06
3545,3857,7.58
3545,3960,8.63
3546,3658,0.93
3546,3762,8.69
3546,3866,2.11
3546,3969,3.05
3547,3651,8.84
3547,3759,9.9
3547,3859,6.54
3547,3966,7.48
3548,3652,7.06
3548,3756,6.22
3548,3860,6.92
3548,3963,3.48
3549,3964,6.77
3549,3757,6.36
3549,3861,9.9
3549,3964,3.41
3550,3654,6.58
3550,3758,6.68
3550,3862,6.56
3550,3965,6.04
3551,3964,6.73
3551,3759,7.19
3551,3863,6.7
3551,3966,5.44
3552,3656,5.86
3552,3760,8.67
3552,3864,5.58
3552,3967,5.96
3553,3657,5.21
3553,3761,6.65
3553,3868,10.69
3553,3968,9.58
3554,3658,5.03
3554,3762,8.35
3554,3866,5.09
3554,3969,6.63
3555,3659,2.7
3555,3763,3.17
3555,3867,9.03
3555,3970,6.43
3556,3660,8.09
3556,3964,8.44
3556,3868,7.24
3556,3985,4.81
3557,3661,4.67
3557,3765,3.36
3557,3869,15.4
3557,3982,6.87
3558,3673,3.91
3558,3766,4.46
3558,3870,7.51
3558,3973,8.37
3559,3671,9.83
3559,3778,4.1
3559,3882,5.82
3559,3983,8.49
